PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
I-B-XA1207672-190504-01839,134.4,157.46,157.5,113.41,12.08,12.17,,11.98,6.6,23.3,30.8,98.32,6.6
I-B-XA1207672-190706-02542,175.2,151.27,164.4,115.23,11.79,12.33,,11.97,6.61,23.22,17.7,92.22,6.61
I-B-XA1207672-190712-01667,171.1,150.59,189.9,116.74,11.86,12.32,,11.97,6.6,26.27,10.6,106.32,6.63
I-B-XA1207672-190727-00821,188.9,158.96,150.3,111.38,11.83,12.19,0.41,11.97,6.6,24.25,23.4,100.24,6.64
I-B-XA1207672-190610-00277,163.7,153.43,139.4,112.29,11.9,12.24,,11.97,6.62,22.87,13.9,90.15,6.61
I-B-XA1207672-190503-00920,187,153.89,150.7,111.71,12.1,12.3,,11.97,6.62,21.83,16.7,95.27,6.63
I-B-XA1207672-190712-01118,176.3,160.25,169,115.21,11.83,12.24,,11.97,6.63,27.47,17.1,106.14,6.63
I-B-XA1207672-190828-01215,157,152.37,156,110.7,12.13,12.29,0.4,11.97,6.4,23.36,8.5,98.05,6.41
I-B-XA1207672-190504-01958,174.7,170.37,161.8,114.94,12.07,12.37,,11.97,6.65,25.01,11.3,95.64,6.6
I-B-XA1207672-190831-00006,165.3,156.67,144.5,111.69,12.13,12.26,0.39,11.97,6.41,19.69,16.5,83.23,6.42
I-B-XA1207672-190610-00685,157.3,151.15,167.1,118.16,11.9,12.34,,11.97,6.62,22.83,14.2,88.41,6.63
I-B-XA1207672-190830-01976,163,149.16,158.9,115.89,12.12,12.24,0.37,11.97,6.42,19.74,13.6,85.26,6.4
I-B-XA1207672-190802-01192,155.6,157.48,151.9,114.81,11.83,12.41,0.38,11.97,6.61,25.43,8.8,101.81,6.62
I-B-XA1207672-190815-00374,125.1,152.07,139.3,113.1,11.83,12.34,0.4,11.97,6.61,35.24,11.3,110.05,6.61
I-B-XA1207672-190828-01648,167.3,155.69,167.5,111.92,12.13,12.24,0.4,11.97,6.41,23.36,16.5,96.07,6.41
I-B-XA1207672-190508-02914,166.3,148.91,169.6,115.54,12.09,12.16,,11.97,6.62,23.51,31.3,97.8,6.61
I-B-XA1207672-190530-03206,147.5,170.33,164.7,111.07,11.89,12.2,,11.97,6.62,23.16,17.4,89.28,6.6
I-B-XA1207672-190504-01104,148.3,168.42,140.3,119.73,12.06,12.24,,11.97,6.62,24.79,15.1,100.58,6.62
I-B-XA1207672-190701-00406,164.8,165.97,175.3,107.38,11.73,12.33,,11.97,6.6,26.08,12.6,103.45,6.61
I-B-XA1207672-190706-02248,173.1,158.34,179.4,113.02,11.77,12.31,,11.97,6.6,26.38,17,97.14,6.61
I-B-XA1207672-190513-01485,148.4,181.4,140.9,114.46,11.9,12.18,,11.97,6.6,27.07,25,97.22,6.6
I-B-XA1207672-190528-01444,144.9,161.27,166.8,112.21,11.89,12.3,,11.97,6.62,25.61,16.3,99.32,6.61
I-B-XA1207672-190905-01365,164.6,145.49,189.1,111.63,12.11,12.28,0.41,11.97,6.41,20.32,10.2,95.51,6.42
I-B-XA1207672-190821-00961,143.2,149.15,122.7,109.33,11.8,12.34,0.39,11.97,6.61,24.48,12.2,98.46,6.61
I-B-XA1207672-190429-00291,165.8,154.01,161,115.18,12.09,12.16,,11.97,6.62,21.93,17.6,98.91,6.63
I-B-XA1207672-190712-03785,176.1,164.42,143.5,106.91,11.84,12.31,,11.97,6.6,29.42,13.9,107.32,6.61
I-B-XA1207672-190905-01486,149,148.51,161.8,113.9,12.1,12.32,0.41,11.97,6.4,23.6,13.1,101.5,6.4
I-B-XA1207672-190508-02555,158.1,160.94,149.7,111.91,12.1,12.19,,11.97,6.62,24.06,25.1,101.38,6.6
I-B-XA1207672-190712-03940,149.4,149.24,180.6,111.51,11.84,12.21,,11.97,6.61,24.51,24.3,97.03,6.62
I-B-XA1207672-190513-00266,161.4,180.9,158.4,113.81,11.89,12.34,,11.97,6.6,28.32,8.7,103.87,6.63
I-B-XA1207672-190727-01195,170,157.92,160,112.22,11.82,12.26,0.39,11.98,6.64,25.14,18,100.23,6.6
I-B-XA1207672-190815-01459,165.5,161.48,149.3,115.82,11.8,12.24,0.38,11.97,6.62,26.08,16.3,105.82,6.62
I-B-XA1207672-190504-01998,168.3,170.66,167.4,117.77,12.06,12.12,,11.98,6.6,23.12,34.8,94.23,6.61
I-B-XA1207672-190508-02666,158.8,156.41,143.4,119.53,12.09,12.21,,11.97,6.61,21.66,24.7,102.17,6.6
I-B-XA1207672-190504-01324,163.4,173.75,169.2,114.3,12.06,12.08,,11.97,6.61,23.79,33.6,104.39,6.61
I-B-XA1207672-190503-02987,146.1,144.24,157.6,110.77,12.1,12.17,,11.97,6.62,23.13,19.6,94.31,6.61
I-B-XA1207672-190610-00809,141.4,152.09,172.6,115.46,11.9,12.21,,11.97,6.6,25.15,16.8,98.55,6.61
I-B-XA1207672-190907-00777,156.6,146.33,164.9,111.55,12.04,12.22,0.41,11.97,6.41,22.59,12.4,91.7,6.44
I-B-XA1207672-190906-02970,160.6,150.37,151.6,111.4,12.03,12.37,0.41,11.97,6.41,22.39,18.3,101.34,6.46
I-B-XA1207672-190504-01817,163.3,173.02,151.6,111.68,12.06,12.3,,11.97,6.62,22.3,9.4,97,6.61
I-B-XA1207672-190906-01392,197,145.61,187.1,110.47,12.04,12.3,0.41,11.97,6.41,21.91,14.6,100.55,6.42
I-B-XA1207672-190713-00326,151.9,144.52,161.8,113.58,11.84,12.2,,11.97,6.61,27.33,16.2,102.52,6.61
I-B-XA1207672-190905-01385,144.5,140.9,142.3,115.94,12.11,12.24,0.41,11.97,6.41,24.85,12.3,102.55,6.41
I-B-XA1207672-190906-00763,147.5,149.6,174.7,117.08,12.04,12.37,0.41,11.97,6.43,24.07,9.5,98.69,6.42
I-B-XA1207672-190503-02603,160.8,154.85,166.3,117.33,12.09,12.22,,11.97,6.6,20.92,39.2,95.22,6.61
I-B-XA1207672-190424-02129,172.3,178.26,154.5,113.41,12.06,12.22,,11.97,6.62,24.87,15,103.14,6.63
I-B-XA1207672-190801-03719,166.7,143.31,155.1,121.36,11.83,12.3,0.31,11.97,6.63,24.81,16.7,93.6,6.61
I-B-XA1207672-190905-01305,171.4,152.21,182.6,113.72,12.09,12.27,0.41,11.97,6.41,22.13,19.8,95.89,6.41
I-B-XA1207672-190713-00697,197.8,162.59,188.1,109.51,11.83,12.25,,11.97,6.52,24.86,15.1,103.87,6.61
I-B-XA1207672-190802-00137,140,145.03,141,112.5,11.85,12.28,0.32,11.97,6.6,25.29,16.2,95.67,6.61
I-B-XA1207672-190503-02242,168,173.59,162.5,105.14,12.06,12.18,,11.97,6.62,24.51,52.6,99.47,6.61
I-B-XA1207672-190905-01468,175.6,155.9,175.3,113.08,12.1,12.3,0.41,11.97,6.41,23.48,15.3,106.04,6.42
I-B-XA1207672-190508-03734,165.1,150.93,136.8,114,12.09,12.28,,11.97,6.6,26.15,13.2,101.76,6.61
I-B-XA1207672-190802-01824,157.1,156.37,129.9,125.86,11.82,12.24,0.35,11.97,6.6,25.41,29.5,98.02,6.61
I-B-XA1207672-190802-01793,136.4,142.68,181.3,113.48,11.85,12.14,0.39,11.97,6.61,24.49,20.9,94.37,6.61
I-B-XA1207672-190803-00726,172.1,153.83,165.5,111.51,11.84,12.25,0.38,11.97,6.61,26.28,21.5,108.39,6.61
I-B-XA1207672-190830-02707,155.1,153.71,162.8,119.42,12.11,12.21,0.4,11.97,6.41,18.5,14.2,81.57,6.41
I-B-XA1207672-190801-02356,147.4,148.46,133.7,115.74,11.83,12.25,0.33,11.97,6.62,25.58,38.1,91.3,6.62
I-B-XA1207672-190727-00836,164.2,159.2,157.1,113.48,11.82,12.22,0.41,11.97,6.61,23.97,17.2,95.18,6.61
I-B-XA1207672-190503-01136,158.6,159.01,178.6,112.18,12.08,12.21,,11.98,6.63,24.24,19.1,101.48,6.6
I-B-XA1207672-190615-01631,148.9,162.34,143.6,111.83,11.88,12.29,,11.97,6.63,23.23,16,91.41,6.61
I-B-XA1207672-190906-02424,143.4,146.79,151.5,114,12.04,12.17,0.41,11.97,6.41,23.53,17.8,97.16,6.4
I-B-XA1207672-190905-01115,164.1,151,140.5,114.81,12.09,12.26,0.39,11.97,6.41,26.74,13.2,96.13,6.44
I-B-XA1207672-190706-02079,195.1,148.98,161.2,110.94,11.8,12.29,,11.98,6.6,25.09,14,92.84,6.61
I-B-XA1207672-190429-00458,166.7,177.12,191.2,110.75,12.07,12.14,,11.97,6.64,26.12,20,100.76,6.62
I-B-XA1207672-190610-00819,157.2,159.11,160.5,120.44,11.89,12.33,,11.97,6.61,23.76,13.5,90.71,6.61
I-B-XA1207672-190503-03859,166.9,167.27,161.3,114.85,12.06,12.35,,11.97,6.62,23.11,32.3,97.96,6.61
I-B-XA1207672-190830-04984,163.7,151.64,165,112.09,12.12,12.3,0.4,11.97,6.41,18.96,12.9,82.3,6.41
I-B-XA1207672-190907-01659,171.5,148.67,151.3,115.24,12.05,12.34,0.41,11.97,6.41,21.84,12.8,96.72,6.41
I-B-XA1207672-190701-00578,142.8,151.99,151,111.76,11.75,12.18,,11.97,6.6,27.42,17.7,106.14,6.61
I-B-XA1207672-190508-02731,164,174.2,151.7,114.88,12.07,12.31,,11.97,6.6,24.32,21.6,96.82,6.6
I-B-XA1207672-190906-02369,173.7,150.05,142.4,117.49,12.04,12.25,0.41,11.98,6.41,23.77,21.2,99.24,6.42
I-B-XA1207672-190706-01257,179.7,164.44,140.2,114.47,11.75,12.34,,11.97,6.6,25.85,18.1,98.56,6.61
I-B-XA1207672-190905-01384,173,154.79,157.1,117.48,12.09,12.2,0.41,11.97,6.4,23.47,14.8,96.54,6.41
I-B-XA1207672-190530-03780,160.4,155.32,156.7,109.94,11.89,12.23,,11.97,6.62,23.88,11.6,93.64,6.61
I-B-XA1207672-190429-00012,197.4,179.2,144.7,115.23,12.06,12.29,,11.97,6.55,24.06,15,101.33,6.63
I-B-XA1207672-190830-01251,168.2,141,163,112.07,12.1,12.3,0.4,11.97,6.41,18.02,12,85.01,6.42
I-B-XA1207672-190502-02816,135.8,165.52,181.2,114.13,12.06,12.3,,11.98,6.62,25.42,17.1,93.25,6.61
I-B-XA1207672-190907-02428,173.6,147.18,156.8,114.57,12.07,12.24,0.41,11.97,6.41,21.06,15.1,94.67,6.42
I-B-XA1207672-190508-03505,168.4,168.16,131.3,113.7,12.08,12.23,,11.98,6.63,24.3,13.4,106.57,6.61
I-B-XA1207672-190830-02108,153.2,151.1,146.6,113.12,12.1,12.29,0.38,11.97,6.4,18.44,11.6,87.19,6.42
I-B-XA1207672-190427-02329,164.4,164.78,169.1,113.06,12.07,12.2,,11.98,6.63,23.18,21.3,98,6.62
I-B-XA1207672-190706-02312,165.1,154.3,166.6,117.26,11.75,12.33,,11.97,6.61,22.6,20,95.25,6.61
I-B-XA1207672-190503-00971,127.1,160.23,187.1,115.31,12.08,12.21,,11.97,6.62,22.44,22.5,93.67,6.61
I-B-XA1207672-190906-00834,183.4,151.25,179.9,111.61,12.03,12.35,0.39,11.97,6.4,22.24,15.3,97.28,6.41
I-B-XA1207672-190712-01614,185.4,162.66,172,114.83,11.83,12.33,,11.97,6.61,27.53,14.2,108.3,6.61
I-B-XA1207672-190502-01304,139.6,153.59,147.9,114.74,12.08,12.22,,11.98,6.63,25.02,12.3,93.37,6.62
I-B-XA1207672-190424-02760,161.4,165.21,161.4,113.53,12.06,12.19,,11.98,6.62,24.25,18,98.82,6.6
I-B-XA1207672-190503-00929,171.5,156.63,162.1,110.59,12.08,12.27,,11.97,6.61,22.54,22.8,99.65,6.62
I-B-XA1207672-190503-00882,176.5,166.18,169.7,113.78,12.04,12.2,,11.97,6.6,22.88,21.1,100.91,6.63
I-B-XA1207672-190424-02545,148.6,160.44,154.5,118.13,12.08,12.17,,11.97,6.63,21.57,22.5,94.98,6.62
I-B-XA1207672-190802-02584,169.7,165.77,137,115.47,11.82,12.37,0.36,11.97,6.62,27.12,20.8,103.97,6.61
I-B-XA1207672-190712-03198,183.9,162.47,197.4,112.34,11.84,12.2,,11.97,6.6,24.44,17.3,102.71,6.58
I-B-XA1207672-190706-02386,164.3,149.79,175,113.53,11.79,12.2,,11.97,6.61,23.49,17.6,89.82,6.61
I-B-XA1207672-190615-01678,142.8,151.63,146.7,113.46,11.91,12.38,,11.97,6.62,22.87,15.1,93.53,6.6
I-B-XA1207672-190502-01402,157.7,157.94,147.6,110.79,12.09,12.18,,11.97,6.61,22.98,16.6,100.16,6.63
I-B-XA1207672-190831-00032,160.2,138.75,152.6,116,12.13,12.12,0.39,11.97,6.41,16.08,22.6,79.43,6.4
I-B-XA1207672-190831-00875,153.5,136.56,142.6,119.21,12.14,12.26,0.37,11.97,6.42,20,10.5,92.39,6.41
I-B-XA1207672-190713-00362,179.2,145.22,144.5,111.53,11.84,12.24,,11.97,6.61,25.18,23.8,104.67,6.62
I-B-XA1207672-190830-04605,163.1,151.01,137.2,113.42,12.12,12.2,0.36,11.97,6.41,17.4,23.6,79.22,6.41
I-B-XA1207672-190801-01834,142.9,159.11,144,112.52,11.82,12.2,0.39,11.97,6.61,27.29,22.3,105.92,6.6
I-B-XA1207672-190422-00317,184.8,168.93,166.2,116.88,12.09,12.18,,11.97,6.62,22.09,24.4,100.89,6.61
I-B-XA1207672-190712-01112,172.4,146.43,159.7,122.07,11.86,12.36,,11.97,6.61,25.56,12,99.85,6.61
I-B-XA1207672-190830-02691,153,151.54,167.4,110.7,12.1,12.16,0.38,11.97,6.41,18.08,22.1,90.74,6.41
I-B-XA1207672-190530-04363,139.5,164.25,166.3,110.27,11.89,12.28,,11.97,6.6,24.07,14.6,89.34,6.6
I-B-XA1207672-190629-00874,151.7,166.46,150.5,111.44,11.71,12.33,,11.97,6.61,26.45,13,104.48,6.62
I-B-XA1207672-190528-01726,156.1,166.35,155.9,119.18,11.84,12.33,,11.97,6.62,24.84,18.1,96.73,6.61
I-B-XA1207672-190803-00193,172.1,162.16,158,110.44,11.8,12.29,0.38,11.97,6.61,24.92,16.8,98.78,6.61
I-B-XA1207672-190503-00523,164.5,173.74,197.6,115.11,12.06,12.25,,11.97,6.62,26.35,19.6,95.23,6.44
I-B-XA1207672-190830-01001,147.9,152.2,151.6,110.7,12.13,12.23,0.4,11.97,6.4,18.41,14,80.85,6.42
I-B-XA1207672-190830-01743,153.8,152.3,148,113.94,12.12,12.33,0.38,11.97,6.42,18.46,11,81.84,6.41
I-B-XA1207672-190513-00605,130.5,171.61,159.9,112.75,11.91,12.38,,11.98,6.62,26.58,11.4,96.34,6.62
I-B-XA1207672-190830-03872,163.4,150.03,140.4,115.94,12.12,12.24,0.39,11.97,6.41,17.45,22,90.04,6.41
I-B-XA1207672-190504-01411,166.2,174.61,186.6,117.78,12.08,12.18,,11.97,6.62,22.04,16.9,105.36,6.61
I-B-XA1207672-190828-01323,172.6,153.11,179.9,113.45,12.13,12.2,0.4,11.97,6.41,21.81,18.7,96.37,6.44
I-B-XA1207672-190504-01579,157.3,163.57,197.4,116.35,12.06,12.14,,11.97,6.62,23.88,22.7,99.79,6.35
I-B-XA1207672-190528-02036,162.1,155.05,161.2,109,11.9,12.26,,11.97,6.62,24.64,17.2,90.67,6.62
I-B-XA1207672-190528-03197,144.2,163.66,142.1,107.8,11.89,12.35,,11.97,6.6,25.51,13.4,91.97,6.61
I-B-XA1207672-190629-00700,167,152.16,155.1,106.59,11.75,12.4,,11.98,6.64,27.76,10.3,107.2,6.6
I-B-XA1207672-190828-03363,137.1,153.99,158.6,109.94,12.12,12.2,0.4,11.97,6.42,25.5,25.6,103.03,6.44
I-B-XA1207672-190427-02366,157.2,174,197.5,117.87,12.05,12.23,,11.97,6.61,24.93,18.1,101.06,6.44
I-B-XA1207672-190513-01385,138.8,176.03,177,111.37,11.92,12.42,,11.97,6.62,26.82,11.1,104.28,6.61
I-B-XA1207672-190615-01672,137.7,151.36,159.1,111.54,11.9,12.19,,11.97,6.62,23.22,18.1,94.54,6.61
I-B-XA1207672-190530-04333,170.8,168.99,173.5,108.89,11.88,12.16,,11.98,6.62,24.49,16,90.23,6.61
I-B-XA1207672-190429-00768,173.3,180.98,148.4,119.38,12.06,12.25,,11.97,6.62,26.14,18,104.26,6.61
I-B-XA1207672-190621-03307,163.9,158.39,151.7,117.67,11.86,12.31,,11.97,6.61,24.36,26.1,93.04,6.61
I-B-XA1207672-190531-00179,140.9,150.76,154.2,112.52,11.9,12.3,,11.97,6.62,21.62,14.1,88.8,6.6
I-B-XA1207672-190830-04084,178.7,147.7,162.1,117.91,12.11,12.27,0.39,11.97,6.41,17.18,20.4,80.99,6.4
I-B-XA1207672-190427-02197,182.4,152.33,166.5,114.47,12.08,12.22,,11.97,6.6,23.1,9.5,104.23,6.6
I-B-XA1207672-190803-00456,197.5,166.1,161.1,111.47,11.81,12.13,0.38,11.98,6.6,25.88,25.7,101.2,6.63
I-B-XA1207672-190713-00918,163.5,145.18,147.8,114.97,11.84,12.27,,11.97,6.6,26.5,11.8,106.4,6.6
I-B-XA1207672-190906-01776,152.4,154.46,129.2,115.93,12.04,12.33,0.41,11.97,6.41,26.09,16.5,104.06,6.4
I-B-XA1207672-190830-03222,140.2,145.3,151.6,113.81,12.11,12.26,0.4,11.97,6.42,18.42,14.9,83.55,6.42
I-B-XA1207672-190801-01350,157,144.7,192.5,114.69,11.84,12.26,0.39,11.97,6.61,26.17,19.2,103.37,6.6
I-B-XA1207672-190906-02486,162.8,149.58,176.1,114.46,12.04,12.42,0.41,11.97,6.41,22.93,16.6,100.72,6.41
I-B-XA1207672-190701-00710,164.5,155.56,159.5,108.05,11.75,12.29,,11.98,6.61,28.07,29.5,103.13,6.61
I-B-XA1207672-190907-02321,156,160.21,157.8,114.86,12.03,12.31,0.41,11.97,6.43,21.62,21.6,96.87,6.4
I-B-XA1207672-190703-01095,161.8,155.59,151.9,111.18,11.75,12.34,,11.97,6.61,26.89,11.1,104.99,6.63
I-B-XA1207672-190527-00401,157,156.27,169,111.69,11.9,12.34,,11.97,6.63,24.58,15,98.18,6.62
I-B-XA1207672-190802-02685,180.6,148.35,128.3,110.08,11.83,12.24,0.37,11.97,6.61,25.14,28.1,94.88,6.62
I-B-XA1207672-190504-00999,167,156.15,140.3,120.87,12.08,12.19,,11.97,6.62,25.91,13.2,102.02,6.61
I-B-XA1207672-190502-01380,141.4,158.31,137.2,113.51,12.08,12.19,,11.98,6.62,21.29,25.6,100.55,6.6
I-B-XA1207672-190504-01340,139.8,178.29,169.1,114.07,12.06,12.33,,11.98,6.62,24.7,10,111.87,6.6
I-B-XA1207672-190815-00319,126.7,158.44,148.8,110.91,11.82,12.29,0.37,11.97,6.61,23.8,17.5,118.16,6.61
I-B-XA1207672-190513-01375,147.5,164.35,166.1,113.98,11.92,12.26,,11.97,6.62,26.03,11.3,107.85,6.61
I-B-XA1207672-190520-00992,151.2,168.31,150.9,111.34,11.91,12.3,,11.97,6.62,23.68,13.6,106.9,6.61
I-B-XA1207672-190905-04095,149,145.24,168.2,107.49,12.05,12.24,0.41,11.97,6.42,24.27,19,104.83,6.41
I-B-XA1207672-190528-01893,162.1,166.74,149.9,112.8,11.88,12.26,,11.97,6.6,24.8,27.7,97.44,6.61
I-B-XA1207672-190727-01635,155.7,151.93,165.6,110.87,11.82,12.16,0.39,11.97,6.6,25.14,23.7,98.62,6.6
I-B-XA1207672-190828-01662,142.8,152.77,150.7,116.21,12.13,12.25,0.39,11.97,6.41,20.39,13.1,92.92,6.41
I-B-XA1207672-190727-01431,145.8,153.19,166.2,113.35,11.8,12.41,0.4,11.97,6.61,23.9,12.6,92.6,6.61
I-B-XA1207672-190905-01542,156.3,145.36,166.5,110.55,12.11,12.26,0.41,11.97,6.4,21.36,18,98.03,6.41
I-B-XA1207672-190706-02053,183,142.54,197.9,108.83,11.8,12.22,,11.97,6.61,21.59,16.8,94.5,6.21
I-B-XA1207672-190503-00357,171.1,176.83,154.3,116.26,12.07,12.23,,11.97,6.61,24.75,18.6,105.09,6.61
I-B-XA1207672-190425-00691,164.9,166.15,161.6,112.02,12.08,12.26,,11.97,6.62,23.02,11.9,103.06,6.6
I-B-XA1207672-190803-00386,128.9,157.97,158.5,117.45,11.81,12.17,0.37,11.97,6.61,25.75,16.4,94.58,6.6
I-B-XA1207672-190422-00041,166.9,181.88,147.4,117.14,12.07,12.21,,11.98,6.6,24.75,25.5,100.96,6.6
I-B-XA1207672-190906-02828,150.1,131.34,163.6,112.49,12.05,12.24,0.41,11.97,6.4,22.83,16.3,102.55,6.44
I-B-XA1207672-190830-02412,180.5,146.03,167,115.72,12.11,12.25,0.37,11.97,6.41,19.16,17.9,83.55,6.42
I-B-XA1207672-190830-02150,156,147.84,151.8,114.19,12.1,12.3,0.39,11.97,6.42,21.12,12.7,85.61,6.42
I-B-XA1207672-190504-01893,163.5,175.85,191.9,111.36,12.06,12.19,,11.97,6.64,26.53,16.6,106.63,6.61
I-B-XA1207672-190706-01835,190.2,165.65,168.6,115.17,11.75,12.28,,11.97,6.61,26.18,16.9,100.54,6.63
I-B-XA1207672-190904-01477,139.7,148.28,157.5,112.12,12.09,12.21,0.29,11.98,6.41,21.56,15.1,96.1,6.42
I-B-XA1207672-190713-00235,197.9,161.21,158.5,116.3,11.82,12.29,,11.97,6.36,27,12.1,102.57,6.61
I-B-XA1207672-190425-00733,197.3,174.7,175.2,113.46,12.07,12.33,,11.97,6.6,22.4,12.4,101.73,6.62
I-B-XA1207672-190425-00941,132.2,175.12,175.3,111.66,12.05,12.28,,11.97,6.6,23.47,10.2,102.72,6.6
I-B-XA1207672-190627-00934,179.8,132.08,143.8,116.6,11.71,12.19,,11.97,6.61,23.01,18.1,95.92,6.6
I-B-XA1207672-190802-00326,165,156.41,135.2,113.7,11.81,12.21,0.39,11.97,6.61,26.09,19.9,96.76,6.63
I-B-XA1207672-190729-00255,154.1,161.46,167.8,112.59,11.84,12.29,0.38,11.97,6.6,24.6,12.5,95.51,6.63
I-B-XA1207672-190830-01298,138.1,144.91,159.5,109.62,12.12,12.23,0.4,11.97,6.41,16,13.2,85.03,6.41
I-B-XA1207672-190830-00818,153,132.28,174.1,113.8,12.13,12.28,0.4,11.97,6.41,21.33,14.7,86.64,6.41
I-B-XA1207672-190906-01900,153.8,150.73,133.1,114.98,12.04,12.24,0.41,11.97,6.41,25.92,13.2,97.66,6.41
I-B-XA1207672-190713-00400,164,161.09,161.5,109.09,11.83,12.34,,11.97,6.61,27.33,24.8,104.19,6.6
I-B-XA1207672-190520-00470,158,157.85,176.4,115.89,11.91,12.25,,11.97,6.61,24.88,23.1,103.78,6.61
I-B-XA1207672-190727-01046,140.7,141.53,143.9,116.44,11.85,12.24,0.41,11.97,6.62,23.92,14.2,99.06,6.64
I-B-XA1207672-190907-00166,174.8,147.14,185.7,115.55,12.07,12.18,0.41,11.97,6.4,25.19,16,103.44,6.41
I-B-XA1207672-190508-02690,148,159.28,173.2,112.61,12.09,12.11,,11.97,6.6,23.42,29.1,100.51,6.62
I-B-XA1207672-190706-02003,197.8,169.19,152.1,114.29,11.75,12.27,,11.97,6.53,26.91,16.7,100.43,6.62
I-B-XA1207672-190422-00184,137.3,180.07,157.2,111.92,12.08,12.25,,11.97,6.6,23.76,19.6,100.72,6.6
I-B-XA1207672-190831-00174,147.6,144.59,154.1,111.94,12.12,12.26,0.4,11.97,6.4,17.37,18.5,76.73,6.41
I-B-XA1207672-190815-01349,158.5,166.25,138.1,118.74,11.82,12.24,0.4,11.97,6.61,25.21,16.7,105.01,6.63
I-B-XA1207672-190513-00960,162.9,157.18,144.6,108.74,11.95,12.24,,11.97,6.6,26.56,17.9,101.95,6.61
I-B-XA1207672-190907-01594,152.4,158.36,142.3,111.59,12.04,12.24,0.41,11.97,6.41,24.35,20.9,101.5,6.4
I-B-XA1207672-190508-03634,140.1,164.47,153.3,113.86,12.09,12.1,,11.97,6.62,24.47,48.6,103.29,6.61
I-B-XA1207672-190830-03998,136.2,153.23,148.5,120.33,12.11,12.24,0.38,11.97,6.41,20.76,17.9,82.43,6.41
I-B-XA1207672-190530-03011,146.2,164.86,150.2,109,11.88,12.35,,11.97,6.62,27.67,12.1,91.23,6.61
I-B-XA1207672-190610-00631,156.5,165.04,186.9,113.25,11.89,12.19,,11.97,6.62,26,14.3,97.04,6.61
I-B-XA1207672-190703-01004,174.8,168,172.8,114.72,11.74,12.32,,11.97,6.6,25.16,11.6,101.19,6.6
I-B-XA1207672-190703-00980,179.1,165.77,156.7,112.69,11.74,12.3,,11.97,6.61,25.2,11.7,104.26,6.61
I-B-XA1207672-190802-01694,148.9,160.03,143.6,117.43,11.86,12.36,0.31,11.97,6.62,25.38,14.9,96.43,6.63
I-B-XA1207672-190830-04399,167.2,144.07,194.4,111.45,12.11,12.36,0.38,11.97,6.42,18.25,16.1,83.42,6.43
I-B-XA1207672-190520-00117,166.6,157.55,150.1,115.75,11.9,12.18,,11.97,6.61,26.93,18.1,94.83,6.6
I-B-XA1207672-190712-01730,187.4,149.24,187.6,115.75,11.86,12.27,,11.98,6.61,27,10.2,101.98,6.63
I-B-XA1207672-190530-03909,148.6,155.39,144.5,116.59,11.9,12.32,,11.97,6.62,22.15,12,89.43,6.62
I-B-XA1207672-190828-00735,162.8,149.24,179.6,117.36,12.12,12.25,0.41,11.97,6.4,23.29,13.6,93.98,6.4
I-B-XA1207672-190802-01929,156.3,145.25,160.1,114.16,11.85,12.2,0.36,11.98,6.6,25.17,15.6,96.59,6.61
I-B-XA1207672-190528-02011,136.3,168,158,106.24,11.89,12.18,,11.98,6.62,24.32,21.4,99.59,6.61
I-B-XA1207672-190508-02781,165.4,173.2,151.9,112.45,12.08,12.18,,11.98,6.61,22.5,19.4,105.46,6.61
I-B-XA1207672-190906-00851,164.2,152.29,173,113.89,12.03,12.27,0.41,11.97,6.41,21.75,12.3,98.65,6.41
I-B-XA1207672-190706-02500,197.8,162.13,167.4,117.61,11.77,12.16,,11.97,6.36,24.05,19.8,96.49,6.6
I-B-XA1207672-190503-00645,188.9,170.88,142.3,115.34,12.06,12.23,,11.98,6.6,23.76,14.5,101.41,6.63
I-B-XA1207672-190802-02863,148.7,161.96,192.5,108.74,11.8,12.26,0.31,11.97,6.61,26.43,16.8,99.28,6.61
I-B-XA1207672-190712-01886,165.4,164.71,165.1,111.31,11.83,12.23,,11.97,6.61,26.97,25.2,101.29,6.61
I-B-XA1207672-190831-00368,150,151.33,153.5,110.51,12.12,12.29,0.4,11.97,6.41,20.06,12.5,84.89,6.43
I-B-XA1207672-190513-00854,174.3,164.22,148.5,113.47,11.91,12.25,,11.97,6.64,27.45,19.1,111.4,6.64
I-B-XA1207672-190502-01307,139.8,154.84,129.9,112.45,12.09,12.26,,11.97,6.62,24.57,12.3,98.18,6.61
I-B-XA1207672-190503-03349,154,159.7,175.5,106.18,12.07,12.3,,11.98,6.61,21.38,10.2,96.11,6.63
I-B-XA1207672-190706-01741,163.1,148.84,197.9,118.88,11.8,12.24,,11.97,6.61,23.78,31.5,94.85,6.33
I-B-XA1207672-190905-03521,128.4,153.64,163.9,113.06,12.09,12.28,0.41,11.97,6.42,22.84,13.3,101.72,6.41
I-B-XA1207672-190831-00661,165.1,153.16,149.2,113.48,12.12,12.19,0.38,11.97,6.41,21.08,25,85.33,6.42
