PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
I-B-XA1207672-190906-00852,162.6,145.67,157.9,109.41,12.04,12.23,0.41,11.97,6.41,24.03,15.5,107.29,6.41
I-B-XA1207672-190830-04894,136.6,146.38,154,117.24,12.13,12.2,0.4,11.97,6.41,17.17,19.8,79.55,6.41
I-B-XA1207672-190821-01338,168.8,152.89,170.4,115.34,11.81,12.26,0.38,11.97,6.6,24.68,15.5,106.17,6.63
I-B-XA1207672-190907-01416,151.2,136.19,142.7,109,12.05,12.32,0.41,11.97,6.42,22,12.8,99.12,6.41
I-B-XA1207672-190906-01602,155.2,151.19,147.3,119.58,12.05,12.22,0.41,11.97,6.41,24.43,15.7,101.05,6.42
I-B-XA1207672-190802-01801,172.5,141.33,175.8,110.72,11.86,12.23,0.36,11.97,6.6,24.09,15.7,95.06,6.63
I-B-XA1207672-190621-01145,149.4,150.82,115.1,116.21,11.88,12.24,,11.97,6.61,26.87,17.7,95.03,6.61
I-B-XA1207672-190830-04782,197.9,141.93,163.6,107.31,12.13,12.23,0.4,11.97,6.23,17.77,31.2,79.9,6.44
I-B-XA1207672-190905-01226,169.1,142.35,151,117.8,12.1,12.24,0.39,11.97,6.41,21.58,22.2,94.6,6.42
I-B-XA1207672-190530-03655,137.9,168.05,159.4,116.91,11.9,12.24,,11.97,6.62,24.83,12,88.57,6.61
I-B-XA1207672-190905-01223,168.9,140.87,159.9,111.53,12.1,12.36,0.4,11.97,6.41,21.1,12.9,95.88,6.41
I-B-XA1207672-190629-00729,163.4,143.21,168.2,116.24,11.73,12.33,,11.97,6.61,25.13,15.3,106.79,6.61
I-B-XA1207672-190907-00110,149.6,155.42,182.4,110.83,12.06,12.24,0.41,11.97,6.41,24,22.2,105.2,6.42
I-B-XA1207672-190906-02363,164.8,150.63,160.8,114.62,12.03,12.4,0.41,11.97,6.41,24.53,9.9,100.88,6.41
I-B-XA1207672-190904-01361,139.1,149.49,137.1,108.83,12.09,12.33,0.32,11.97,6.41,22.96,14.5,95.44,6.41
I-B-XA1207672-190828-03474,158.8,155.32,144.5,112.07,12.12,12.26,0.39,11.97,6.41,21.66,14.4,101.22,6.41
I-B-XA1207672-190519-00048,159.5,177.62,179.5,109.36,11.88,12.38,,11.98,6.6,25.26,13.6,95.51,6.61
I-B-XA1207672-190905-03301,158.5,151.37,136.9,112.43,12.1,12.31,0.41,11.97,6.4,20.38,14.9,95.69,6.41
I-B-XA1207672-190530-03854,171.4,153.8,154.2,115.22,11.91,12.21,,11.97,6.62,22.8,15.4,93.6,6.63
I-B-XA1207672-190712-03530,175.7,165.29,167,114.38,11.84,12.21,,11.97,6.61,26.51,17.3,97.15,6.61
I-B-XA1207672-190424-00970,192.4,179.81,165.9,114.91,12.06,12.21,,11.97,6.62,23.46,18.6,100.73,6.61
I-B-XA1207672-190802-02800,183,160.71,167.8,109.37,11.8,12.42,0.35,11.97,6.6,23.94,16.5,100.07,6.61
I-B-XA1207672-190706-01838,192.3,150.66,197.5,112.45,11.78,12.2,,11.97,6.6,25.9,17.9,100.67,6.46
I-B-XA1207672-190830-01861,141.3,144.25,147.2,115.83,12.12,12.38,0.41,11.97,6.41,20.71,11,87.32,6.42
I-B-XA1207672-190830-01228,165.7,143.76,160.5,114.51,12.12,12.33,0.4,11.97,6.4,17.03,14,83.92,6.4
I-B-XA1207672-190429-00798,194.1,170.35,165.5,120.61,12.07,12.21,,11.97,6.6,23.85,16.1,106.41,6.62
I-B-XA1207672-190508-02235,147.6,156.65,151.8,109.03,12.09,12.36,,11.97,6.62,21.72,10.4,97.49,6.62
I-B-XA1207672-190427-02322,194.1,177.24,187.6,114.16,12.05,12.22,,11.98,6.6,24.63,16.2,103.88,6.61
I-B-XA1207672-190508-02872,155.5,177.2,147.8,117.63,12.06,12.16,,11.98,6.64,25.17,29.4,96.41,6.63
I-B-XA1207672-190822-00450,173.4,155.99,172.3,113.59,11.83,12.31,0.4,11.97,6.61,25.95,14.9,102.64,6.62
I-B-XA1207672-190508-03995,166.4,177.62,151.7,116.53,12.09,12.26,,11.98,6.6,25.08,13.6,100.87,6.61
I-B-XA1207672-190907-00844,149.8,149.58,172.5,108.11,12.06,12.21,0.41,11.97,6.43,24.07,35.2,107.56,6.43
I-B-XA1207672-190429-00680,162.9,164.36,192,111.83,12.08,12.19,,11.97,6.62,23.51,22.5,100.89,6.61
I-B-XA1207672-190830-02657,156.1,156.3,155.2,112.4,12.09,12.32,0.41,11.97,6.41,19.04,14.6,82.77,6.41
I-B-XA1207672-190610-00059,138,154.53,161.6,112.19,11.9,12.17,,11.97,6.62,24.93,18.5,92.47,6.61
I-B-XA1207672-190429-00102,155.7,188.75,158.9,115.16,12.07,12.2,,11.97,6.61,27.47,18.6,106.59,6.61
I-B-XA1207672-190513-00989,147.8,172.72,156.7,117.56,11.91,12.11,,11.97,6.62,28.33,36.9,99.2,6.61
I-B-XA1207672-190828-00878,175.1,143.44,165.2,112.79,12.13,12.24,0.39,11.97,6.4,19.96,21.6,94.23,6.41
I-B-XA1207672-190715-00036,141.9,150.72,159,110.62,11.86,12.29,,11.97,6.6,24.94,13.6,104.43,6.61
I-B-XA1207672-190906-02808,154.6,153.58,148.8,113.56,12.04,12.2,0.41,11.97,6.41,25.5,18.1,106.07,6.4
I-B-XA1207672-190904-01261,147.6,139.44,138,111.07,12.09,12.25,0.38,11.97,6.41,21.97,13.4,96.53,6.42
I-B-XA1207672-190508-03921,149.8,161.93,176.3,117.86,12.09,12.18,,11.98,6.62,22.98,21,98.83,6.61
I-B-XA1207672-190815-00213,145.3,158.16,191,116.02,11.83,12.33,0.31,11.97,6.61,26.56,21.4,108.46,6.6
I-B-XA1207672-190802-01000,162.9,161.41,175.8,110.81,11.82,12.31,0.34,11.98,6.61,27.32,14.7,101.46,6.61
I-B-XA1207672-190905-04092,139.5,155.31,146.8,120.09,12.09,12.27,0.41,11.97,6.41,22.63,13.4,95.91,6.41
I-B-XA1207672-190508-01923,176.5,167.73,153.7,117.13,12.07,12.27,,11.97,6.6,22.38,13.3,100.26,6.6
I-B-XA1207672-190907-02308,169,138.57,168.2,114.81,12.07,12.25,0.41,11.97,6.41,23.29,18.2,96.03,6.43
I-B-XA1207672-190508-01961,174,158.28,164.7,113.2,12.07,12.27,,11.97,6.6,25.15,17.2,102.11,6.61
I-B-XA1207672-190503-03972,156.2,151.74,149.2,112.71,12.09,12.26,,11.97,6.61,24.83,16.7,94.92,6.63
I-B-XA1207672-190801-01986,143.2,159.95,146.9,105.8,11.83,12.34,0.39,11.97,6.6,24.77,14.2,96.64,6.6
I-B-XA1207672-190906-00717,139.9,153.32,136.5,111.95,12.03,12.27,0.41,11.97,6.41,23.43,14.4,100.84,6.42
I-B-XA1207672-190503-02835,153.6,154.91,158.5,112.26,12.08,12.25,,11.97,6.62,24.44,38.3,96.21,6.61
I-B-XA1207672-190627-01337,172.5,155.37,184.8,114.62,11.71,12.31,,11.97,6.61,24.76,12.7,95.42,6.63
I-B-XA1207672-190508-03357,175.8,163.67,168.3,116.11,12.08,12.29,,11.98,6.63,24.37,12.1,100.01,6.63
I-B-XA1207672-190828-01600,156.1,154.82,173.6,112.86,12.12,12.29,0.4,11.97,6.41,22.55,20.8,106.16,6.41
I-B-XA1207672-190504-01466,166.8,156.77,144.6,116.7,12.1,12.24,,11.97,6.6,24.6,18.7,104.32,6.6
I-B-XA1207672-190503-03173,173.6,167.69,157.2,112.4,12.07,12.19,,11.98,6.62,22.32,25.1,96.12,6.6
I-B-XA1207672-190830-03086,163.5,156.37,149.8,111.24,12.1,12.33,0.39,11.97,6.41,19.11,13.3,83.42,6.4
I-B-XA1207672-190513-01237,140.8,164.14,140.5,114.44,11.93,12.17,,11.98,6.62,27.1,24.3,110.14,6.63
I-B-XA1207672-190425-00073,192.5,182.87,174.4,112.44,12.04,12.17,,11.97,6.62,24.84,40.2,103.07,6.62
I-B-XA1207672-190801-02131,129.7,141,151.1,114.31,11.85,12.15,0.34,11.98,6.61,23.28,18.2,95.1,6.63
I-B-XA1207672-190906-02673,133.3,135.7,166.5,111.09,12.03,12.17,0.41,11.97,6.43,19.79,20.6,100.35,6.41
I-B-XA1207672-190830-03255,133,155.21,149.3,113.72,12.13,12.25,0.38,11.98,6.44,17.68,13.3,80.29,6.42
I-B-XA1207672-190425-00096,173.5,169.34,192.8,113.49,12.07,12.24,,11.97,6.63,24.81,23.7,108.71,6.61
I-B-XA1207672-190829-00053,134.9,152.21,158.9,116.08,12.13,12.28,0.37,11.97,6.4,22.31,17.3,103.81,6.4
I-B-XA1207672-190520-01264,147.7,177.95,168.7,112.23,11.87,12.12,,11.97,6.61,24.11,22,104.65,6.61
I-B-XA1207672-190610-00171,149.8,151.12,144.7,120.23,11.91,12.25,,11.97,6.6,24.73,11,94.49,6.61
I-B-XA1207672-190508-02373,170.7,159.32,163.4,114.81,12.1,12.24,,11.97,6.61,24.43,14.4,102.16,6.61
I-B-XA1207672-190424-03155,197.2,170.96,165.9,114.24,12.06,12.17,,11.97,6.62,22.75,16.6,99.31,6.6
I-B-XA1207672-190905-00946,155.4,151.91,153.9,115.35,12.09,12.33,0.41,11.97,6.41,22.43,13.4,96.94,6.42
I-B-XA1207672-190508-03014,174.3,151.39,130.6,117.02,12.09,12.33,,11.97,6.62,26,13.5,96.38,6.6
I-B-XA1207672-190508-02803,155.4,158.11,149.6,111.23,12.11,12.35,,11.97,6.64,19.76,12.8,98.68,6.61
I-B-XA1207672-190828-03621,150.1,162.65,138.5,108.12,12.1,12.15,0.39,11.97,6.41,23,22.2,103.1,6.41
I-B-XA1207672-190821-01079,150.7,157.75,131.9,115.61,11.81,12.2,0.38,11.97,6.6,23.45,21.8,106.15,6.62
I-B-XA1207672-190629-01031,167.3,150.76,172,113.43,11.74,12.23,,11.97,6.61,24.17,16.8,107.46,6.61
I-B-XA1207672-190513-00594,152.2,171.09,157.1,115.15,11.91,12.16,,11.97,6.61,29.62,15.2,106.81,6.61
I-B-XA1207672-190425-00333,136.8,172.92,174,109.9,12.07,12.27,,11.97,6.62,23.72,28.8,102.23,6.61
I-B-XA1207672-190503-00134,163.9,156.27,163,116.22,12.09,12.21,,11.97,6.62,22.06,15.1,96.76,6.64
I-B-XA1207672-190424-02355,133.3,170.84,146.2,112.96,12.05,12.27,,11.97,6.62,21.71,14.8,97.14,6.6
I-B-XA1207672-190703-00820,146.7,169.6,158.8,107.99,11.75,12.29,,11.97,6.63,27.34,14.1,103.89,6.6
I-B-XA1207672-190803-00055,166.1,162.43,149.5,109.24,11.81,12.25,0.36,11.97,6.61,27.56,20.1,109.31,6.62
I-B-XA1207672-190906-04039,152.2,153.47,144.7,116.68,12.04,12.23,0.41,11.97,6.41,21.95,17.6,99.56,6.42
I-B-XA1207672-190828-01040,141.9,154.27,180.7,112.02,12.13,12.26,0.4,11.97,6.41,21.28,12,95.39,6.41
I-B-XA1207672-190712-00734,178.1,150.01,168.7,111.97,11.88,12.32,,11.97,6.61,26.45,20,97.91,6.6
I-B-XA1207672-190830-03016,144.3,148.67,157.6,111.91,12.14,12.31,0.39,11.97,6.41,17.79,12.4,79,6.42
I-B-XA1207672-190627-01262,163.7,155.94,148.1,112.07,11.71,12.2,,11.97,6.6,25.7,14.7,99.34,6.61
I-B-XA1207672-190530-03033,157.2,151.73,149,107.66,11.9,12.3,,11.97,6.61,24.2,14.6,90.54,6.61
I-B-XA1207672-190802-01183,148.5,162.48,136.9,112.26,11.81,12.21,0.4,11.97,6.62,24.84,27,96.51,6.61
I-B-XA1207672-190422-00080,174.5,160.61,168.8,119.44,12.08,12.26,,11.97,6.62,20.87,11.3,101.77,6.6
I-B-XA1207672-190528-02018,154.7,152.85,149,110.21,11.9,12.26,,11.98,6.62,25.41,14,97.32,6.62
I-B-XA1207672-190502-02514,159.5,159.27,149.1,114.78,12.07,12.21,,11.97,6.6,19.98,17.1,99.56,6.6
I-B-XA1207672-190520-00146,173.3,169.39,167.1,109.42,11.89,12.34,,11.98,6.62,25.07,13.5,96.98,6.61
I-B-XA1207672-190802-02208,158.2,158.15,163.8,120.18,11.85,12.17,0.36,11.97,6.6,28.59,19,92.72,6.61
I-B-XA1207672-190829-00324,142,145.1,150.9,112.1,12.12,12.21,0.38,11.97,6.41,17.95,19.5,84.2,6.41
I-B-XA1207672-190905-03330,135.5,152.46,143,109.35,12.1,12.26,0.41,11.97,6.41,22.45,17.8,102.32,6.41
I-B-XA1207672-190706-01801,197.7,150.38,189.9,114.62,11.81,12.23,,11.97,6.5,26.79,26.3,92.69,6.63
I-B-XA1207672-190822-00645,155.8,151.72,159.8,111.07,11.84,12.25,0.37,11.97,6.6,25.63,17.6,101.54,6.61
I-B-XA1207672-190513-00616,150.7,177.23,153.3,113.43,11.91,12.27,,11.97,6.6,27,19.5,96.83,6.62
I-B-XA1207672-190520-00520,138.7,162.09,178.5,122.57,11.89,12.21,,11.98,6.61,22.82,18.6,99.53,6.6
I-B-XA1207672-190424-02718,176.3,168.48,163.3,116.28,12.07,12.19,,11.97,6.6,24.6,23.5,102.48,6.61
I-B-XA1207672-190830-02236,158.5,154.74,160.9,108.66,12.09,12.24,0.4,11.97,6.4,18.7,18.6,84.73,6.42
I-B-XA1207672-190904-01563,155,151.7,151.6,111.43,12.09,12.31,0.41,11.97,6.41,23.83,10.6,101.53,6.41
I-B-XA1207672-190530-03718,148.9,170,165.2,113.82,11.9,12.37,,11.97,6.61,26.34,10.1,92.81,6.61
I-B-XA1207672-190830-03081,155.7,140.19,143.2,117.21,12.12,12.17,0.4,11.97,6.41,17.8,18.3,83.54,6.41
I-B-XA1207672-190520-00113,165.6,165.57,151.9,113.31,11.9,12.24,,11.97,6.62,23.06,24.6,101.75,6.61
I-B-XA1207672-190907-00005,174.9,149.71,158.1,117.09,12.06,12.13,0.41,11.97,6.41,24.03,19.1,99.4,6.4
I-B-XA1207672-190802-02165,165.8,158.62,170,109.46,11.87,12.21,0.37,11.97,6.61,24.49,15,92.58,6.6
I-B-XA1207672-190424-02219,138.7,161.05,165.5,115.83,12.07,12.25,,11.97,6.62,22.16,11.8,98.29,6.63
I-B-XA1207672-190508-03827,163.2,162.51,166.4,116.93,12.08,12.28,,11.97,6.62,22.35,23.1,95.67,6.62
I-B-XA1207672-190706-01219,163.7,160.96,132.8,115.13,11.74,12.28,,11.97,6.61,24.99,14,97.39,6.61
I-B-XA1207672-190828-00908,162.8,152.45,161.6,115.07,12.12,12.17,0.39,11.97,6.41,19.99,17.4,97.82,6.41
I-B-XA1207672-190429-00865,145.5,158.25,161.7,114.72,12.09,12.27,,11.97,6.62,21.57,17,98.37,6.61
I-B-XA1207672-190729-00200,157.1,144.4,178.6,113.07,11.85,12.24,0.38,11.97,6.6,25.69,16.8,95.48,6.62
I-B-XA1207672-190508-02367,156.4,153.89,166.2,113.8,12.09,12.44,,11.97,6.62,18.48,8.1,97.77,6.6
I-B-XA1207672-190610-01078,147.3,148.64,164,118.81,11.89,12.18,,11.97,6.63,22.69,15,88.1,6.61
I-B-XA1207672-190503-03485,168.9,168.13,173.6,111.9,12.06,12.16,,11.97,6.6,22.12,19.3,98.51,6.61
I-B-XA1207672-190621-01312,171,165.22,155,113.25,11.87,12.29,,11.97,6.61,24.35,27.1,97.34,6.6
I-B-XA1207672-190503-03958,194.4,158.44,156.7,112.64,12.08,12.21,,11.98,6.6,20.72,19.1,102.82,6.61
I-B-XA1207672-190801-01341,155.1,159.82,150.1,115.13,11.81,12.21,0.37,11.97,6.63,25.08,22.1,98.75,6.61
I-B-XA1207672-190528-01768,138.5,165.31,178,110.11,11.88,12.29,,11.97,6.61,24.53,16.4,94.74,6.63
I-B-XA1207672-190706-02354,163.9,143.71,189.6,117.64,11.8,12.28,,11.97,6.62,24.12,23.4,95.14,6.61
I-B-XA1207672-190504-00714,149.7,172.76,157.4,116.74,12.07,12.19,,11.97,6.62,23.33,20.9,103.26,6.6
I-B-XA1207672-190906-01629,150.1,153.22,170,115.25,12.05,12.32,0.41,11.97,6.43,24.08,16,101.95,6.41
I-B-XA1207672-190905-02406,139.5,143.81,150.8,110.38,12.1,12.23,0.41,11.97,6.41,21.96,19.6,99.45,6.4
I-B-XA1207672-190802-02115,188.7,159.31,151.5,108.08,11.83,12.27,0.37,11.97,6.61,23.92,16.4,94.21,6.63
I-B-XA1207672-190831-00257,149.8,143.8,168.9,107.91,12.13,12.22,0.38,11.97,6.41,16.7,16.4,80.75,6.41
I-B-XA1207672-190508-02717,150,170.61,148.9,116.06,12.08,12.19,,11.97,6.61,24.76,19.6,107.26,6.61
I-B-XA1207672-190712-03625,164.9,167.49,161.7,109.54,11.83,12.27,,11.97,6.61,27.87,18.4,104.82,6.62
I-B-XA1207672-190610-00918,131.8,162.51,151.7,111.7,11.88,12.21,,11.97,6.62,23.14,15.7,89.61,6.62
I-B-XA1207672-190727-00737,132,146.92,169.6,113.97,11.86,12.23,0.42,11.97,6.61,26.62,13.2,98.47,6.61
I-B-XA1207672-190530-03566,148.4,149.35,166.4,110.78,11.9,12.23,,11.97,6.61,23.82,12.6,89.05,6.6
I-B-XA1207672-190504-00361,147.2,176.84,181.1,114.44,12.07,12.19,,11.98,6.62,25.4,14.1,106.21,6.63
I-B-XA1207672-190503-03397,158,151.67,153.8,110.09,12.09,12.18,,11.98,6.6,20.96,23.1,97.99,6.6
I-B-XA1207672-190508-01875,162.8,166.17,187.4,117.06,12.08,12.31,,11.97,6.6,23.8,28.9,103.69,6.61
I-B-XA1207672-190830-04876,157.2,145.55,148.5,112.58,12.13,12.29,0.4,11.97,6.41,18.39,17.7,80.48,6.4
I-B-XA1207672-190429-00762,145.1,169.36,183.1,120.35,12.08,12.17,,11.97,6.62,24.6,54.1,106.81,6.6
I-B-XA1207672-190712-00753,175,147.82,149.7,110.83,11.86,12.28,,11.97,6.62,25.81,14.2,100.33,6.61
I-B-XA1207672-190503-00415,172.8,169.89,132.8,113.64,12.07,12.2,,11.98,6.61,23.52,14.5,97.36,6.63
I-B-XA1207672-190905-01021,141.4,147.79,164.1,115.15,12.09,12.26,0.41,11.97,6.41,23.78,18.7,100.95,6.41
I-B-XA1207672-190504-00284,146.5,180.63,185.8,118.19,12.06,12.3,,11.97,6.64,25.58,13,111.9,6.6
I-B-XA1207672-190429-01075,138.3,154.1,151.9,113.72,12.1,12.21,,11.97,6.62,22.54,15.6,95.71,6.61
I-B-XA1207672-190906-03983,154.9,152.25,142.8,109.32,12.05,12.24,0.41,11.97,6.41,21.47,18,99.02,6.41
I-B-XA1207672-190830-03049,152.3,144.46,145.9,111.92,12.12,12.33,0.4,11.97,6.4,17.69,15.7,82.6,6.42
I-B-XA1207672-190815-01253,147,154.47,158.7,126.3,11.83,12.33,0.38,11.97,6.61,22.95,21.3,108.92,6.63
I-B-XA1207672-190907-01296,166.7,146.1,178.7,119.84,12.06,12.31,0.41,11.97,6.41,22.94,14.2,92.67,6.42
I-B-XA1207672-190802-02771,159.8,154.46,163.3,106.17,11.81,12.2,0.36,11.97,6.61,26.23,17.9,101.87,6.61
I-B-XA1207672-190504-00849,156.8,158.61,142.4,112.58,12.08,12.18,,11.97,6.62,24.08,22.1,91.27,6.61
I-B-XA1207672-190504-01293,162.2,178.33,148.1,114.15,12.06,12.21,,11.97,6.64,24.33,27.3,105.87,6.61
I-B-XA1207672-190828-02040,159,150.01,178.1,111.45,12.12,12.2,0.35,11.97,6.4,23.52,19.2,99.72,6.42
I-B-XA1207672-190905-01168,163.9,152.63,172.1,113.43,12.09,12.3,0.41,11.97,6.4,21.93,15.4,100.78,6.41
I-B-XA1207672-190715-00301,165.1,145.31,160.9,110.7,11.86,12.25,,11.97,6.61,27.51,16.5,105.21,6.6
I-B-XA1207672-190802-02832,164.7,162.15,150.1,108.33,11.8,12.36,0.39,11.97,6.64,25.49,9.5,103.68,6.62
I-B-XA1207672-190905-03126,130.4,147.02,138.3,113.45,12.08,12.27,0.41,11.97,6.41,24.93,17.2,102.58,6.41
I-B-XA1207672-190828-03389,156.3,152.16,149.8,114.87,12.11,12.36,0.37,11.97,6.44,22.66,14.8,105.38,6.41
I-B-XA1207672-190424-02628,157.6,181.11,186.1,116.54,12.05,12.18,,11.97,6.62,23.29,30.6,99.87,6.61
I-B-XA1207672-190528-03044,158.5,166.74,152.3,105.38,11.88,12.33,,11.97,6.62,21.85,12.6,89.02,6.63
I-B-XA1207672-190429-00301,169.7,161.81,183.1,113.23,12.07,12.18,,11.97,6.6,22.94,57,93.1,6.61
I-B-XA1207672-190906-00899,174,139.08,170.4,108.29,12.05,12.26,0.41,11.97,6.4,22.14,19.5,100.87,6.43
I-B-XA1207672-190429-01038,197.6,160.17,138.9,117.06,12.11,12.19,,11.98,6.23,23.37,30.9,94.6,6.62
I-B-XA1207672-190424-00925,182.2,168.51,161.9,112.92,12.08,12.17,,11.97,6.62,20.86,19.3,99.4,6.61
I-B-XA1207672-190422-00046,158,181.03,157.2,113.36,12.08,12.16,,11.97,6.61,24.12,23.7,101.96,6.61
I-B-XA1207672-190513-00451,155.3,176.45,147.1,112.79,11.93,12.27,,11.97,6.62,26.41,13.6,97.91,6.63
I-B-XA1207672-190905-04331,124.2,140.04,134.8,115.54,12.06,12.23,0.41,11.97,6.41,24.75,15.4,100.49,6.4
I-B-XA1207672-190828-01608,158.5,152.14,155.4,109.76,12.12,12.21,0.39,11.97,6.41,21.54,15,108.97,6.42
I-B-XA1207672-190621-01299,154.3,167.69,152.4,119.72,11.86,12.38,,11.97,6.61,23.5,10,91.36,6.61
I-B-XA1207672-190905-03787,142.5,139.83,182.6,114.57,12.09,12.18,0.41,11.97,6.42,23.32,18.7,102.81,6.4
I-B-XA1207672-190830-04472,150.4,145.99,164.1,106.06,12.12,12.31,0.38,11.97,6.41,17.26,15,80.02,6.4
I-B-XA1207672-190802-02181,163.4,157.45,150.2,107.79,11.84,12.25,0.36,11.97,6.61,25.11,28,96.42,6.61
I-B-XA1207672-190815-00882,146.4,156.62,140.7,111.31,11.84,12.3,0.39,11.97,6.61,26.01,14.3,98.23,6.61
I-B-XA1207672-190531-00039,157.3,149.62,153.6,111.04,11.9,12.37,,11.97,6.63,22.96,25.8,87.24,6.63
I-B-XA1207672-190907-00841,148.6,139.15,159.3,109.31,12.06,12.23,0.41,11.97,6.42,22.3,21.2,100.6,6.41
I-B-XA1207672-190729-00257,172.2,154.78,184.5,112.06,11.85,12.36,0.4,11.97,6.64,24.28,11.7,89.16,6.61
I-B-XA1207672-190715-00561,197.9,158.73,148.4,115.32,11.84,12.31,,11.97,6.09,27.96,12,103.84,6.62
I-B-XA1207672-190627-01903,150.1,151.08,147.4,113.62,11.72,12.27,,11.97,6.61,24,21.5,99.99,6.6
I-B-XA1207672-190815-00607,148.2,160.62,169.9,115.45,11.82,12.18,0.37,11.98,6.61,25.98,13.8,98.45,6.6
I-B-XA1207672-190502-01405,127.6,155.06,130.1,112.38,12.08,12.21,,11.97,6.61,20.32,14.7,97.99,6.63
I-B-XA1207672-190610-00791,152.1,164.68,153,112.71,11.89,12.29,,11.97,6.6,26.44,19.5,94.79,6.63
I-B-XA1207672-190802-01009,166.6,159.89,167.3,117.49,11.82,12.29,0.33,11.97,6.61,24,11.2,105.05,6.61
I-B-XA1207672-190528-02080,155.2,151.93,170.9,112.32,11.9,12.25,,11.97,6.62,27.44,15.8,102.75,6.63
I-B-XA1207672-190907-02438,154.3,150.82,168.7,109.95,12.05,12.21,0.41,11.97,6.43,20.41,20.9,93.97,6.4
I-B-XA1207672-190502-02158,151.3,165,158.8,108.7,12.07,12.31,,11.97,6.61,23.06,11.6,97.36,6.61
I-B-XA1207672-190502-02798,159.4,157.6,155.8,111.77,12.07,12.17,,11.97,6.62,24.36,44,99.03,6.61
I-B-XA1207672-190424-02441,152.8,179.14,150.6,114.33,12.05,12.19,,11.97,6.61,21.54,26.3,97.66,6.61
I-B-XA1207672-190508-02673,156.4,155.57,156.1,114.13,12.1,12.23,,11.97,6.6,24.63,25.1,98.26,6.6
I-B-XA1207672-190830-00732,173.4,140.24,183.3,118.61,12.11,12.29,0.4,11.97,6.41,18.63,14.2,81.74,6.4
I-B-XA1207672-190615-01602,139.1,161,159.8,110.78,11.9,12.28,,11.97,6.6,23.11,13.7,91.74,6.61
I-B-XA1207672-190712-01404,197.9,144.28,197.5,114.49,11.85,12.23,,11.97,6.35,26.28,24.8,101.69,6.59
I-B-XA1207672-190830-01889,148,143,152.7,112.46,12.11,12.38,0.4,11.97,6.41,18.64,12.9,84.09,6.41
I-B-XA1207672-190713-00580,165.5,141.9,151.3,117.76,11.85,12.2,,11.97,6.61,25.98,15,99.43,6.61
I-B-XA1207672-190715-00619,191.2,159.31,181.3,115.19,11.83,12.19,,11.98,6.63,28.27,26.5,102.24,6.61
I-B-XA1207672-190610-00520,139.3,155.16,184.1,111.91,11.91,12.34,,11.97,6.6,24.28,15.7,104.88,6.61
I-B-XA1207672-190815-00170,164,158.93,177.5,113.1,11.83,12.27,0.38,11.97,6.61,23.78,23,101.4,6.62
I-B-XA1207672-190503-00907,155.3,179.03,142.2,117.35,12.06,12.3,,11.97,6.6,23.57,10.2,106.37,6.62
I-B-XA1207672-190906-03892,176.5,153.6,150.4,109.82,12.05,12.33,0.41,11.97,6.43,20.73,10,98.86,6.41
I-B-XA1207672-190502-02186,153.9,151.24,156.4,111.7,12.09,12.2,,11.98,6.62,20.09,15.3,95.79,6.63
I-B-XA1207672-190503-02477,159,157.82,167.3,112.6,12.09,12.2,,11.98,6.61,26.16,19.5,100.72,6.62
I-B-XA1207672-190706-02361,146.7,157.94,184.8,109.25,11.77,12.14,,11.97,6.64,22.54,28.6,89.63,6.61
I-B-XA1207672-190520-00431,154.9,158,152.4,114.16,11.9,12.21,,11.98,6.6,25.1,21.7,97.44,6.63
I-B-XA1207672-190906-01311,166,138.04,159,113.64,12.05,12.1,0.4,11.97,6.41,19.58,57.4,92.94,6.42
I-B-XA1207672-190530-04220,141.3,146.61,146,108.86,11.91,12.27,,11.98,6.62,23.97,14.7,87.85,6.61
I-B-XA1207672-190424-02755,164.1,178.9,166.2,109.56,12.06,12.16,,11.97,6.62,24.31,16.1,102.29,6.63
I-B-XA1207672-190828-03149,172.3,157.23,175.3,111.83,12.12,12.35,0.39,11.97,6.43,20.82,13.8,94.51,6.41
I-B-XA1207672-190429-01222,155.3,165.69,186.9,112.27,12.08,12.32,,11.97,6.62,26.36,14.6,96.25,6.63
I-B-XA1207672-190815-01574,154.7,160.51,153.2,114.61,11.81,12.17,0.37,11.97,6.61,24.64,25.7,99.8,6.62
I-B-XA1207672-190502-02790,157.7,168.6,144.9,112.18,12.06,12.16,,11.97,6.62,21.81,28.5,99.17,6.6
I-B-XA1207672-190508-03073,140.2,151.97,148.9,107.45,12.11,12.22,,11.98,6.6,21.76,18.2,99.11,6.61
I-B-XA1207672-190830-01659,172.5,154.88,139.6,111.43,12.13,12.18,0.4,11.97,6.41,18.27,18.3,83.6,6.41
I-B-XA1207672-190504-00064,161.6,173.77,161.8,113.5,12.06,12.26,,11.97,6.6,24.57,20.6,107.09,6.61
I-B-XA1207672-190520-01062,166.3,179.92,151.7,116.95,11.88,12.16,,11.97,6.62,26.89,19.3,102.74,6.62
I-B-XA1207672-190801-02523,168.9,151.93,154.3,109.19,11.84,12.36,0.35,11.97,6.61,23.02,14.4,95.05,6.61
